,user_group,anime_id,sub_year
6265,1135,1726,2005
6266,1135,2429,2005
6267,1135,2400,2005
6268,1135,3433,2005
6269,1135,2320,2007
6270,1135,2391,2007
6271,1135,1759,2007
6272,1135,1349,2007
6273,1136,82,2004
6274,1137,1806,2004
6275,1138,1532,2004
6276,1138,1314,2005
6277,1139,621,2004
6278,1140,1806,2004
6279,1140,239,2004
6280,1140,2743,2005
6281,1141,274,2003
6282,1142,239,2004
6283,1142,2921,2005
6284,1143,1543,2004
6285,1144,1762,2004
6286,1146,979,2004
6287,1146,1092,2004
6288,1148,1762,2004
6289,1148,2064,2010
6290,1149,737,2005
6291,1153,239,2004
6292,1155,6399,2012
6293,1155,239,2012
6294,1156,416,2004
6295,1156,1330,2004
6296,1156,1648,2004
6297,1156,1544,2004
6298,1156,1268,2004
6299,1156,2369,2004
6300,1156,56,2004
6301,1156,2605,2005
6302,1156,2386,2005
6303,1156,2602,2005
6304,1156,1265,2005
6305,1156,103,2005
6306,1156,2742,2005
6307,1156,412,2005
6308,1156,2826,2005
6309,1156,2810,2005
6310,1156,3168,2005
6311,1156,76,2005
6312,1156,2147,2005
6313,1156,3408,2005
6314,1156,1555,2005
6315,1156,3512,2005
6316,1156,1726,2005
6317,1156,2858,2005
6318,1156,2710,2006
6319,1156,2142,2006
6320,1156,4148,2006
6321,1156,3395,2006
6322,1156,4597,2006
6323,1156,2511,2006
6324,1156,3433,2006
6325,1156,3169,2006
6326,1156,618,2006
6327,1156,4528,2007
6328,1156,114,2007
6329,1156,3444,2007
6330,1156,4143,2007
6331,1156,4870,2007
6332,1156,2835,2007
6333,1156,4172,2007
6334,1156,5019,2007
6335,1156,4691,2007
6336,1156,5053,2007
6337,1156,3656,2007
6338,1156,3145,2007
6339,1156,4003,2007
6340,1156,4832,2007
6341,1156,2843,2007
6342,1156,4238,2007
6343,1156,1806,2008
6344,1156,5039,2008
6345,1156,4023,2008
6346,1156,5252,2008
6347,1156,2787,2008
6348,1156,4396,2008
6349,1156,2443,2008
6350,1156,1332,2008
6351,1156,4392,2008
6352,1156,4521,2008
6353,1156,4555,2008
6354,1156,5406,2008
6355,1156,4583,2008
6356,1156,4381,2008
6357,1156,5941,2008
6358,1156,1663,2008
6359,1156,6153,2009
6360,1156,5910,2009
6361,1156,6107,2009
6362,1156,6238,2009
6363,1156,6384,2009
6364,1156,5569,2009
6365,1156,5679,2009
6366,1156,4150,2009
6367,1156,4223,2009
6368,1156,5373,2009
6369,1156,6169,2009
6370,1156,6048,2009
6371,1156,2964,2009
6372,1156,6017,2009
6373,1156,6424,2009
6374,1156,6466,2010
6375,1156,4734,2010
6376,1156,5024,2010
6377,1156,6331,2010
6378,1156,6047,2010
6379,1156,6329,2010
6380,1156,7019,2010
6381,1156,5903,2010
6382,1156,3214,2010
6383,1156,6613,2010
6384,1156,5424,2010
6385,1156,7512,2011
6386,1156,106,2011
6387,1156,4565,2011
6388,1156,5749,2011
6389,1156,8148,2011
6390,1156,4422,2012
6391,1156,8069,2013
6392,1158,1322,2004
6393,1158,410,2005
6394,1158,1540,2005
6395,1158,1297,2005
6396,1158,389,2005
6397,1158,156,2007
6398,1158,1663,2008
6399,1158,1708,2008
6400,1160,245,2004
6401,1160,239,2004
6402,1160,2404,2004
6403,1160,2429,2004
6404,1160,1724,2005
6405,1160,2733,2005
6406,1160,135,2005
6407,1160,3428,2006
6408,1160,4046,2006
6409,1160,129,2007
6410,1160,5025,2007
6411,1160,5088,2007
6412,1160,145,2007
6413,1160,4121,2007
6414,1160,5356,2008
6415,1160,5273,2008
6416,1160,5873,2009
6417,1160,6107,2009
6418,1160,6187,2009
6419,1160,6275,2009
6420,1160,6256,2010
6421,1160,5558,2010
6422,1160,5534,2010
6423,1160,6258,2010
6424,1160,5530,2010
6425,1160,7591,2011
6426,1160,7440,2011
6427,1160,5186,2012
6428,1160,9344,2013
6429,1163,106,2004
6430,1164,106,2004
6431,1165,372,2004
6432,1165,1322,2004
6433,1166,1542,2004
6434,1166,1958,2004
6435,1166,2369,2005
6436,1166,2830,2005
6437,1166,2002,2005
6438,1166,2810,2005
6439,1166,26,2005
6440,1166,2710,2005
6441,1166,1724,2006
6442,1166,109,2006
6443,1166,3302,2006
6444,1166,4563,2006
6445,1166,1950,2006
6446,1166,1001,2007
6447,1166,2656,2007
6448,1166,656,2008
6449,1166,5224,2009
6450,1166,17,2009
6451,1166,1663,2009
6452,1166,6130,2010
6453,1166,4121,2010
6454,1166,5631,2010
6455,1166,96,2011
6456,1166,5549,2011
6457,1166,959,2012
6458,1166,575,2013
6459,1166,1099,2013
6460,1167,1762,2004
6461,1168,1762,2004
6462,1171,293,2002
6463,1173,2183,2005
6464,1173,3168,2005
6465,1173,2710,2005
6466,1173,3408,2005
6467,1173,4178,2006
6468,1173,4489,2006
6469,1174,1806,2004
6470,1175,1750,2004
6471,1176,635,2004
6472,1177,477,2004
6473,1178,896,2004
6474,1179,612,2004
6475,1179,2808,2005
6476,1179,2441,2005
6477,1179,2579,2005
6478,1179,3152,2005
6479,1179,3423,2005
6480,1179,3463,2007
6481,1179,5039,2007
6482,1179,4923,2007
6483,1179,4557,2007
6484,1179,5224,2007
6485,1179,5108,2007
6486,1179,4309,2007
6487,1179,5610,2008
6488,1179,5316,2008
6489,1179,5538,2008
6490,1179,6153,2009
6491,1179,6315,2009
6492,1179,7389,2010
6493,1179,508,2010
6494,1179,7291,2010
6495,1179,8027,2011
6496,1179,8181,2011
6497,1179,6401,2012
6498,1179,9566,2013
6499,1179,9405,2013
6500,1179,9541,2013
6501,1179,9979,2013
6502,1180,3287,2005
6503,1181,1663,2004
6504,1184,1543,2004
6505,1187,13,2004
6506,1188,1806,2004
6507,1188,1769,2004
6508,1188,2339,2004
6509,1188,1759,2004
6510,1188,2391,2004
6511,1188,1868,2004
6512,1189,1314,2004
6513,1189,1641,2004
6514,1189,2921,2005
6515,1189,2833,2005
6516,1189,34,2006
6517,1189,3408,2006
6518,1189,3573,2006
6519,1189,3395,2006
6520,1189,4324,2006
6521,1189,20,2006
6522,1189,4597,2006
6523,1189,4214,2006
6524,1189,4521,2006
6525,1189,5145,2007
6526,1189,3468,2008
6527,1189,5373,2008
6528,1189,5679,2008
6529,1189,5722,2008
6530,1189,6235,2009
6531,1189,6120,2009
6532,1189,7529,2010
6533,1189,7725,2011
6534,1189,7874,2011
6535,1189,8483,2011
6536,1189,8888,2012
6537,1190,1314,2004
6538,1193,638,2004
6539,1195,1648,2004
6540,1197,1726,2004
6541,1197,1554,2004
6542,1198,481,2003
6543,1200,1806,2004
6544,1201,809,2004
6545,1201,70,2004
6546,1201,177,2004
6547,1201,1056,2004
6548,1201,358,2005
6549,1201,25,2005
6550,1201,1543,2005
6551,1201,1052,2005
6552,1201,2061,2005
6553,1201,86,2005
6554,1201,998,2005
6555,1201,1536,2005
6556,1201,191,2007
6557,1201,5044,2008
6558,1206,979,2004
6559,1207,1810,2004
6560,1207,1641,2004
6561,1207,1544,2004
6562,1207,2182,2004
6563,1207,2142,2004
6564,1207,1654,2004
6565,1207,2162,2004
6566,1207,2481,2004
6567,1207,2533,2005
6568,1207,2724,2005
6569,1207,2536,2005
6570,1207,2679,2005
6571,1207,2742,2005
6572,1207,2807,2005
6573,1207,2984,2005
6574,1207,2696,2005
6575,1207,2855,2005
6576,1207,2621,2005
6577,1207,2787,2005
6578,1207,3152,2005
6579,1207,2392,2005
6580,1207,3512,2005
6581,1207,1750,2006
6582,1207,4153,2006
6583,1207,4396,2006
6584,1207,4327,2006
6585,1207,5212,2007
6586,1207,5631,2008
6587,1207,5830,2008
6588,1207,6244,2009
6589,1208,1806,2004
6590,1209,1806,2004
6591,1211,35,2003
6592,1211,1810,2004
6593,1211,2839,2005
6594,1211,3216,2005
6595,1211,7268,2011
6596,1212,186,2005
6597,1212,46,2005
6598,1214,971,2004
6599,1217,2656,2007
6600,1217,56,2007
6601,1219,745,2004
6602,1220,145,2004
6603,1221,1544,2004
6604,1223,144,2004
6605,1223,2404,2004
6606,1223,651,2004
6607,1223,1324,2005
6608,1223,3381,2005
6609,1224,135,2004
6610,1228,1349,2004
6611,1228,709,2005
6612,1229,239,2004
6613,1230,239,2004
6614,1232,259,2005
6615,1232,260,2006
6616,1232,6367,2009
6617,1232,102,2009
6618,1232,3651,2010
6619,1234,1,2004
6620,1234,170,2005
6621,1234,550,2005
6622,1234,2745,2007
6623,1235,1431,2004
6624,1235,2580,2004
6625,1235,2536,2005
6626,1235,2183,2005
6627,1235,2710,2005
6628,1239,1677,2004
6629,1241,2142,2005
6630,1241,1697,2005
6631,1241,106,2005
6632,1241,2430,2005
6633,1241,2165,2005
6634,1241,2733,2005
6635,1241,2443,2005
6636,1241,3360,2005
6637,1241,3408,2005
6638,1241,4074,2006
6639,1241,4224,2006
6640,1241,4147,2006
6641,1241,2839,2006
6642,1241,4327,2006
6643,1241,4420,2006
6644,1241,2511,2006
6645,1241,4222,2006
6646,1241,4531,2006
6647,1241,4144,2007
6648,1241,2710,2007
6649,1241,4148,2007
6650,1241,4892,2007
6651,1241,4596,2007
6652,1241,3500,2007
6653,1241,5101,2007
6654,1241,3572,2007
6655,1241,4528,2007
6656,1241,2844,2007
6657,1241,3203,2007
6658,1241,4384,2007
6659,1241,5273,2008
6660,1241,4489,2008
6661,1241,3214,2008
6662,1241,4112,2008
6663,1241,4146,2008
6664,1241,4521,2008
6665,1241,1052,2008
6666,1241,4067,2008
6667,1241,4473,2008
6668,1241,4046,2008
6669,1241,4835,2008
6670,1241,5625,2008
6671,1241,6113,2009
6672,1241,5975,2009
6673,1241,4688,2009
6674,1241,1015,2011
6675,1241,8181,2012
6676,1241,7404,2012
6677,1241,8177,2013
6678,1242,751,2004
6679,1242,414,2004
6680,1242,896,2004
6681,1242,1431,2004
6682,1242,170,2004
6683,1242,1052,2004
6684,1242,1057,2004
6685,1242,1122,2004
6686,1242,2605,2005
6687,1242,640,2005
6688,1242,630,2005
6689,1242,3067,2005
6690,1242,2002,2005
6691,1242,6176,2009
6692,1242,5418,2009
6693,1242,6267,2009
6694,1242,35,2010
6695,1244,4240,2006
6696,1246,50,2004
6697,1249,1544,2004
6698,1249,1810,2004
6699,1250,1761,2004
6700,1251,1322,2005
6701,1251,1783,2005
6702,1251,1677,2005
6703,1251,2165,2005
6704,1251,2605,2005
6705,1251,74,2006
6706,1251,1059,2006
6707,1255,454,2004
6708,1256,1544,2004
6709,1256,979,2004
6710,1256,1805,2004
6711,1256,2165,2004
6712,1256,1654,2004
6713,1256,2742,2005
6714,1256,2826,2005
6715,1256,2835,2005
6716,1256,2787,2005
6717,1256,3512,2005
6718,1256,3302,2006
6719,1256,4571,2006
6720,1257,1544,2004
6721,1257,2787,2005
6722,1257,3512,2005
6723,1258,1544,2004
6724,1258,132,2004
6725,1258,1002,2004
6726,1258,1431,2004
6727,1258,1762,2004
6728,1258,1806,2004
6729,1258,1540,2004
6730,1258,432,2004
6731,1258,2165,2004
6732,1258,2369,2004
6733,1258,1327,2004
6734,1258,1297,2004
6735,1258,1087,2004
6736,1258,2605,2005
6737,1258,2186,2005
6738,1258,239,2005
6739,1258,2855,2005
6740,1258,56,2005
6741,1258,2839,2005
6742,1258,3203,2005
6743,1258,50,2005
6744,1258,3186,2005
6745,1258,3348,2006
6746,1258,4264,2006
6747,1258,3302,2006
6748,1258,3656,2007
6749,1258,4892,2007
6750,1258,2787,2008
6751,1258,5909,2009
6752,1258,6267,2009
6753,1260,4575,2007
6754,1260,4906,2007
6755,1261,2830,2005
6756,1261,109,2005
6757,1261,1726,2005
6758,1261,2183,2005
6759,1264,432,2004
6760,1264,681,2006
6761,1265,959,2004
6762,1265,1268,2005
6763,1265,837,2005
6764,1265,3444,2007
6765,1265,5039,2008
6766,1265,1214,2010
6767,1265,2339,2010
6768,1265,3302,2010
6769,1265,6005,2010
6770,1265,2436,2010
6771,1265,6424,2010
6772,1265,8234,2011
6773,1266,635,2004
6774,1267,144,2004
6775,1268,144,2004
6776,1268,9620,2013
6777,1268,8808,2013
6778,1269,234,2005
6779,1270,1314,2004
6780,1270,269,2005
6781,1270,1726,2005
6782,1270,1783,2005
6783,1270,1805,2005
6784,1270,2602,2005
6785,1270,2833,2005
6786,1270,2679,2005
6787,1270,2745,2005
6788,1270,2478,2005
6789,1270,2183,2005
6790,1270,448,2005
6791,1270,2621,2005
6792,1270,89,2005
6793,1270,1,2005
6794,1270,4,2005
6795,1270,5,2005
6796,1270,2826,2005
6797,1270,2650,2005
6798,1270,2831,2005
6799,1270,3360,2005
6800,1270,2436,2005
6801,1270,225,2005
6802,1270,2605,2005
6803,1270,2710,2005
6804,1270,1724,2005
6805,1270,2830,2005
6806,1270,2840,2005
6807,1270,2841,2005
6808,1270,3216,2005
6809,1270,3186,2005
6810,1270,19,2005
6811,1270,2441,2005
6812,1270,3408,2005
6813,1270,3500,2005
6814,1270,3068,2005
6815,1270,630,2005
6816,1270,1554,2005
6817,1270,1648,2005
6818,1270,3067,2005
6819,1270,1094,2005
6820,1270,3214,2005
6821,1270,1769,2006
6822,1270,3985,2006
6823,1270,1001,2006
6824,1270,3573,2006
6825,1270,201,2006
6826,1270,3656,2006
6827,1270,479,2006
6828,1270,518,2006
6829,1270,3522,2006
6830,1270,3651,2006
6831,1270,3427,2006
6832,1270,3574,2006
6833,1270,2787,2006
6834,1270,4088,2006
6835,1270,4067,2006
6836,1270,474,2006
6837,1270,2064,2006
6838,1270,142,2006
6839,1270,192,2006
6840,1270,822,2006
6841,1270,4146,2006
6842,1270,1332,2006
6843,1270,568,2006
6844,1270,2511,2006
6845,1270,3572,2006
6846,1270,4327,2006
6847,1270,1429,2006
6848,1270,1532,2006
6849,1270,4489,2006
6850,1270,3299,2006
6851,1270,108,2006
6852,1270,1762,2006
6853,1270,2188,2006
6854,1270,480,2006
6855,1270,4521,2006
6856,1270,4528,2006
6857,1270,88,2006
6858,1270,1059,2007
6859,1270,2320,2007
6860,1270,2808,2007
6861,1270,2165,2007
6862,1270,4870,2007
6863,1270,194,2007
6864,1270,4892,2007
6865,1270,4906,2007
6866,1270,4917,2007
6867,1270,1319,2007
6868,1270,4915,2007
6869,1270,5185,2007
6870,1270,4891,2007
6871,1270,5246,2007
6872,1270,5117,2007
6873,1270,5145,2007
6874,1270,4894,2007
6875,1270,4144,2007
6876,1270,445,2007
6877,1270,4556,2007
6878,1270,5039,2007
6879,1270,5269,2007
6880,1270,5435,2007
6881,1270,48,2007
6882,1270,4799,2007
6883,1270,5188,2007
6884,1270,1327,2007
6885,1270,4309,2007
6886,1270,5029,2007
6887,1270,3195,2008
6888,1270,5189,2008
6889,1270,5508,2008
6890,1270,5235,2008
6891,1270,5406,2008
6892,1270,5418,2008
6893,1270,5510,2008
6894,1270,5373,2008
6895,1270,5535,2008
6896,1270,5186,2008
6897,1270,5530,2008
6898,1270,5415,2008
6899,1270,5749,2008
6900,1270,5970,2008
6901,1270,5635,2008
6902,1270,5922,2008
6903,1270,5210,2008
6904,1270,5252,2008
6905,1270,5903,2008
6906,1270,5909,2008
6907,1270,5975,2008
6908,1270,6040,2008
6909,1270,6005,2008
6910,1270,5910,2008
6911,1270,5446,2008
6912,1270,5274,2008
6913,1270,6088,2008
6914,1270,6014,2009
6915,1270,6235,2009
6916,1270,17,2009
6917,1270,5357,2009
6918,1270,959,2009
6919,1270,6367,2009
6920,1270,5911,2009
6921,1270,5596,2009
6922,1270,4792,2009
6923,1270,6080,2009
6924,1270,6244,2009
6925,1270,6238,2009
6926,1270,6224,2009
6927,1270,6296,2009
6928,1270,6323,2009
6929,1270,4529,2009
6930,1270,6374,2009
6931,1270,6331,2009
6932,1270,109,2009
6933,1270,6051,2009
6934,1270,6467,2009
6935,1270,6275,2009
6936,1270,6169,2009
6937,1270,6176,2009
6938,1270,6315,2009
6939,1270,6460,2009
6940,1270,6751,2009
6941,1270,6556,2009
6942,1270,1002,2009
6943,1270,6653,2009
6944,1270,4743,2009
6945,1270,5571,2009
6946,1270,7124,2010
6947,1270,7128,2010
6948,1270,6571,2010
6949,1270,7134,2010
6950,1270,6332,2010
6951,1270,7286,2010
6952,1270,7215,2010
6953,1270,6769,2010
6954,1270,7229,2010
6955,1270,150,2010
6956,1270,6816,2010
6957,1270,247,2010
6958,1270,7280,2010
6959,1270,7382,2010
6960,1270,7542,2010
6961,1270,7381,2010
6962,1270,54,2010
6963,1270,7440,2010
6964,1270,7400,2010
6965,1270,4178,2010
6966,1270,7525,2010
6967,1270,7656,2010
6968,1270,7568,2010
6969,1270,1555,2010
6970,1270,1176,2010
6971,1270,7890,2010
6972,1270,7599,2010
6973,1270,6113,2010
6974,1270,7727,2011
6975,1270,7719,2011
6976,1270,7900,2011
6977,1270,7978,2011
6978,1270,7671,2011
6979,1270,8206,2011
6980,1270,7729,2011
6981,1270,8167,2011
6982,1270,8062,2011
6983,1270,8109,2011
6984,1270,7902,2011
6985,1270,8149,2011
6986,1270,8370,2011
6987,1270,8205,2011
6988,1270,8229,2011
6989,1270,618,2011
6990,1270,8154,2011
6991,1270,7939,2011
6992,1270,8338,2011
6993,1270,1868,2011
6994,1270,8160,2011
6995,1270,8376,2011
6996,1270,8396,2011
6997,1270,8323,2011
6998,1270,8378,2011
6999,1270,8419,2011
7000,1270,8483,2011
7001,1270,8480,2011
7002,1270,8292,2011
7003,1270,8260,2011
7004,1270,581,2011
7005,1270,14,2011
7006,1270,4113,2011
7007,1270,8583,2012
7008,1270,8593,2012
7009,1270,8660,2012
7010,1270,6400,2012
7011,1270,47,2012
7012,1270,8299,2012
7013,1270,8709,2012
7014,1270,8691,2012
7015,1270,8719,2012
7016,1270,8852,2012
7017,1270,8880,2012
7018,1270,8549,2012
7019,1270,8692,2012
7020,1270,8830,2012
7021,1270,8820,2012
7022,1270,8869,2012
7023,1270,8882,2012
7024,1270,9015,2012
7025,1270,8962,2012
7026,1270,8886,2012
7027,1270,8888,2012
7028,1270,8861,2012
7029,1270,9249,2012
7030,1270,9127,2012
7031,1270,9128,2012
7032,1270,26,2012
7033,1270,9568,2013
7034,1270,896,2013
7035,1270,9541,2013
7036,1270,8929,2013
7037,1270,9134,2013
7038,1270,9556,2013
7039,1270,9582,2013
7040,1270,9465,2013
7041,1270,8737,2013
7042,1270,9230,2013
7043,1270,7933,2013
7044,1270,9553,2013
7045,1270,9849,2013
7046,1270,9893,2013
7047,1270,9905,2013
7048,1271,32,2004
7049,1272,1544,2004
7050,1272,2186,2005
7051,1272,2826,2005
7052,1272,2710,2005
7053,1273,1544,2004
7054,1275,1413,2004
7055,1277,636,2004
7056,1279,47,2004
7057,1281,1540,2004
7058,1282,192,2003
7059,1282,177,2004
7060,1283,33,2009
7061,1284,1542,2004
7062,1284,2369,2004
7063,1285,2002,2005
7064,1286,894,2004
7065,1287,1057,2004
7066,1287,1052,2004
7067,1287,1268,2004
7068,1287,1314,2004
7069,1287,1542,2004
7070,1287,1543,2004
7071,1287,1002,2004
7072,1287,1015,2004
7073,1287,1810,2005
7074,1287,2435,2005
7075,1287,2605,2005
7076,1287,635,2005
7077,1287,2064,2005
7078,1287,2386,2005
7079,1287,2826,2006
7080,1287,3574,2006
7081,1287,4003,2007
7082,1287,1726,2007
7083,1287,2002,2007
7084,1287,2481,2007
7085,1287,1321,2007
7086,1287,3203,2008
7087,1287,2162,2008
7088,1289,1654,2004
7089,1289,240,2004
7090,1289,140,2004
7091,1289,2339,2004
7092,1289,171,2005
7093,1289,1663,2005
7094,1289,1607,2005
7095,1289,745,2005
7096,1289,971,2005
7097,1289,2326,2005
7098,1289,2369,2005
7099,1289,2391,2005
7100,1289,1469,2005
7101,1289,9,2006
7102,1289,406,2007
7103,1289,4396,2007
7104,1289,412,2007
7105,1289,1539,2007
7106,1289,801,2007
7107,1289,2147,2007
7108,1289,178,2007
7109,1289,830,2007
7110,1289,340,2007
7111,1289,868,2007
7112,1289,1536,2007
7113,1289,3703,2007
7114,1289,1769,2007
7115,1289,1544,2007
7116,1289,142,2008
7117,1289,4516,2008
7118,1289,2320,2008
7119,1289,931,2008
7120,1289,1431,2008
7121,1289,466,2008
7122,1289,246,2008
7123,1289,1675,2008
7124,1289,1641,2008
7125,1289,1708,2008
7126,1290,787,2004
7127,1291,1656,2004
7128,1291,2369,2004
7129,1291,2435,2004
7130,1296,1551,2004
7131,1296,2724,2005
7132,1296,1810,2005
7133,1296,1958,2005
7134,1296,2386,2005
7135,1296,2830,2005
7136,1296,1542,2005
7137,1296,3340,2005
7138,1296,1663,2005
7139,1296,2733,2005
7140,1296,1806,2005
7141,1296,2326,2005
7142,1296,3512,2005
7143,1296,2580,2005
7144,1296,3291,2005
7145,1296,1349,2005
7146,1296,3216,2005
7147,1296,3169,2005
7148,1296,1832,2006
7149,1296,2858,2006
7150,1296,1726,2006
7151,1296,4226,2006
7152,1296,3572,2006
7153,1296,4396,2006
7154,1296,4489,2006
7155,1296,2839,2006
7156,1296,4121,2007
7157,1296,4549,2007
7158,1296,4264,2007
7159,1296,1554,2007
7160,1296,3395,2007
7161,1296,4597,2007
7162,1296,4564,2007
7163,1296,4638,2007
7164,1296,4032,2007
7165,1296,1607,2007
7166,1296,3348,2007
7167,1296,2826,2007
7168,1296,4046,2007
7169,1296,2183,2007
7170,1296,1330,2007
7171,1296,2696,2007
7172,1296,1769,2007
7173,1296,5052,2008
7174,1296,5112,2008
7175,1296,5127,2008
7176,1296,1532,2008
7177,1296,1708,2008
7178,1296,5530,2008
7179,1296,5544,2008
7180,1296,1274,2008
7181,1296,5538,2008
7182,1296,5570,2008
7183,1296,2142,2008
7184,1296,6098,2008
7185,1296,5850,2009
7186,1296,6235,2009
7187,1296,5913,2009
7188,1296,6236,2009
7189,1296,1324,2009
7190,1296,6256,2009
7191,1296,4761,2010
7192,1296,7405,2010
7193,1296,7718,2011
7194,1296,6613,2012
7195,1299,2844,2005
7196,1299,3215,2005
7197,1299,3500,2005
7198,1299,3214,2005
7199,1299,2843,2006
7200,1299,3656,2006
7201,1299,3573,2006
7202,1299,4224,2006
7203,1299,4032,2006
7204,1299,4143,2006
7205,1299,4046,2006
7206,1299,4522,2006
7207,1299,4596,2006
7208,1299,4833,2007
7209,1299,7019,2010
7210,1299,7278,2010
7211,1299,7404,2010
7212,1302,538,2004
7213,1302,92,2004
7214,1302,1180,2004
7215,1302,466,2005
7216,1302,2061,2005
7217,1302,102,2005
7218,1302,131,2005
7219,1302,464,2005
7220,1302,508,2005
7221,1302,4218,2005
7222,1302,72,2006
7223,1302,199,2009
7224,1302,190,2009
7225,1302,224,2012
7226,1306,2186,2004
7227,1307,289,2003
7228,1309,17,2004
7229,1309,12,2005
7230,1309,2724,2005
7231,1310,156,2004
7232,1311,8941,2004
7233,1312,12,2004
7234,1312,35,2004
7235,1312,106,2004
7236,1312,449,2004
7237,1312,113,2004
7238,1314,1057,2004
7239,1314,6226,2010
7240,1316,959,2004
7241,1316,74,2004
7242,1318,70,2004
7243,1318,109,2005
7244,1318,271,2005
7245,1320,239,2004
7246,1321,239,2004
7247,1322,1724,2004
7248,1323,239,2005
7249,1325,106,2004
7250,1326,20,2003
7251,1326,14,2003
7252,1326,271,2004
7253,1326,19,2004
7254,1326,2391,2004
7255,1326,96,2005
7256,1326,673,2005
7257,1326,638,2005
7258,1326,618,2007
7259,1326,979,2007
7260,1326,3203,2008
7261,1326,581,2008
7262,1326,916,2008
7263,1327,191,2004
7264,1328,1675,2004
7265,1328,2186,2004
7266,1331,1552,2004
7267,1332,2808,2005
7268,1332,2182,2005
7269,1332,1607,2006
7270,1334,2400,2004
7271,1335,1542,2004
7272,1337,2400,2004
7273,1337,56,2005
7274,1337,2810,2005
7275,1338,25,2005
7276,1339,1268,2005
7277,1339,2481,2005
7278,1339,2808,2005
7279,1339,1553,2005
7280,1339,3381,2005
7281,1339,4172,2006
7282,1339,1298,2006
7283,1339,2533,2007
7284,1339,5786,2008
7285,1339,6098,2008
7286,1339,5954,2008
7287,1340,186,2005
7288,1340,2533,2005
7289,1340,2733,2005
7290,1340,2844,2005
7291,1340,1805,2005
7292,1340,3408,2005
7293,1340,2183,2005
7294,1340,3214,2006
7295,1340,3444,2006
7296,1340,3574,2006
7297,1340,4563,2006
7298,1340,1001,2007
7299,1340,5145,2008
7300,1340,656,2008
7301,1340,17,2009
7302,1340,6130,2010
7303,1340,4121,2010
7304,1340,5631,2010
7305,1340,5427,2011
7306,1340,96,2011
7307,1340,5549,2011
7308,1340,959,2012
7309,1340,575,2013
7310,1340,1099,2013
7311,1341,1041,2005
7312,1344,1430,2009
7313,1345,2410,2004
7314,1347,412,2004
7315,1347,488,2004
7316,1347,475,2005
7317,1347,191,2006
7318,1347,372,2007
7319,1347,455,2007
7320,1347,454,2007
7321,1347,690,2009
7322,1348,99,2005
7323,1348,191,2005
7324,1348,4223,2006
7325,1349,24,2005
7326,1349,710,2005
7327,1349,1654,2005
7328,1349,1122,2005
7329,1349,822,2006
7330,1349,579,2008
7331,1349,630,2008
7332,1349,834,2008
7333,1349,889,2008
7334,1349,1003,2008
7335,1349,1327,2008
7336,1349,1539,2008
7337,1349,1540,2008
7338,1349,1607,2008
7339,1349,2372,2008
7340,1349,1093,2008
7341,1350,2478,2004
7342,1350,2387,2004
7343,1350,2830,2005
7344,1350,2810,2005
7345,1350,3348,2006
7346,1350,4892,2007
7347,1352,1783,2004
7348,1352,4575,2007
7349,1352,70,2008
7350,1352,2369,2009
7351,1352,6107,2009
7352,1352,5911,2009
7353,1352,6662,2009
7354,1352,6257,2010
7355,1352,239,2011
7356,1353,2404,2004
7357,1354,979,2004
7358,1355,1654,2004
7359,1358,186,2004
7360,1359,2400,2004
7361,1361,979,2004
7362,1362,2369,2004
7363,1363,1783,2004
7364,1364,4185,2006
7365,1365,1090,2004
7366,1366,2369,2004
7367,1367,1056,2004
7368,1368,1056,2004
7369,1370,2404,2004
7370,1373,2165,2004
7371,1376,2734,2005
7372,1378,2186,2004
7373,1379,132,2004
7374,1379,2147,2004
7375,1379,2326,2004
7376,1379,2161,2004
7377,1379,144,2004
7378,1379,407,2004
7379,1379,114,2005
7380,1379,25,2005
7381,1379,406,2005
7382,1379,538,2005
7383,1380,47,2004
7384,1381,1654,2004
7385,1383,2611,2004
7386,1383,1542,2004
7387,1383,2533,2005
7388,1383,2833,2005
7389,1383,2810,2005
7390,1383,1663,2005
7391,1383,3321,2005
7392,1384,2186,2004
7393,1384,2830,2005
7394,1384,2710,2005
7395,1385,1654,2004
7396,1386,179,2005
7397,1386,156,2005
7398,1386,4596,2007
7399,1386,3348,2007
7400,1386,2843,2007
7401,1386,4564,2007
7402,1386,400,2007
7403,1386,3654,2008
7404,1386,607,2008
7405,1386,1092,2008
7406,1386,432,2008
7407,1387,15,2003
7408,1387,99,2004
7409,1387,447,2004
7410,1387,33,2005
7411,1387,16,2005
7412,1387,358,2005
7413,1387,94,2007
7414,1387,472,2007
7415,1388,74,2004
7416,1388,1059,2004
7417,1389,894,2004
7418,1389,1663,2004
7419,1389,116,2005
7420,1389,1297,2008
7421,1391,2186,2004
7422,1392,1724,2004
7423,1394,2478,2005
7424,1394,403,2005
7425,1396,239,2004
7426,1397,1654,2004
7427,1397,979,2004
7428,1397,896,2004
7429,1397,129,2005
7430,1397,33,2005
7431,1397,1539,2007
7432,1397,641,2007
7433,1397,1429,2008
7434,1397,1314,2008
7435,1400,12,2006
7436,1400,100,2007
7437,1400,177,2007
7438,1400,35,2008
7439,1400,662,2008
7440,1400,178,2008
7441,1400,8,2008
7442,1400,400,2009
7443,1400,6327,2011
7444,1400,228,2011
7445,1401,177,2005
7446,1401,137,2005
7447,1401,171,2008
7448,1401,1087,2008
7449,1402,1654,2004
7450,1402,144,2004
7451,1402,191,2004
7452,1402,1087,2004
